,PROFILE,X,Y,LONG,LAT,Z,S
588,AI,-5747.88296587631,-3078.1556497304787,-51.63411119576934,-26.79120701148836,-24.772022848718507,3.0
737,AK,-5905.803268791386,-3074.123104642542,-53.05273341358332,-26.7586922514953,-26.070556491674466,3.0
885,AN,-6154.441136906547,-3072.145435561468,-55.28628538497076,-26.742742696384926,-66.56856034504804,3.0
793,AL,-5990.346005114887,-3071.0493383086805,-53.81219373559019,-26.733901889745862,-41.591506449016094,3.0
112,AB,-6109.64943264109,-3069.9302800059713,-54.88391465953653,-26.724875169369117,-45.6581915439873,3.0
920,AO,-6242.363285233614,-3068.04492396453,-56.07610348151903,-26.7096655834491,-229.66348320848235,3.0
667,AJ,-5846.316160420101,-3065.518876800608,-52.51835162700333,-26.68928418125203,-14.36565370196439,3.0
841,AM,-6083.35698363206,-3062.0056004363864,-54.647725571519096,-26.660931198627182,-43.24616758103383,3.0
884,AN,-6170.045565027018,-3060.188146991032,-55.426462347776386,-26.646261118183297,-94.46581974337118,3.0
883,AN,-6171.450184296892,-3059.1118218728143,-55.43908025736135,-26.63757236267593,-155.7144595171829,3.0
56,AA,-6215.970635381276,-3054.70732370454,-55.839014274011326,-26.60200959750382,-225.60730601586573,3.0
522,AH,-5704.55093653907,-3051.7156978901,-51.24485295331376,-26.577848261050015,-31.236993185411393,3.0
587,AI,-5782.360384178369,-3051.7077405473324,-51.94382711394656,-26.577783988106617,-14.33369361346314,3.0
113,AB,-6057.526908102838,-3050.989326892517,-54.41569005514047,-26.571981076651188,-41.55404363667577,3.0
882,AN,-6183.84029428598,-3049.6175860433964,-55.550382509112545,-26.56090015761084,-188.19901749328096,3.0
666,AJ,-5867.215602639953,-3049.5055517205647,-52.70609451075999,-26.559995096801345,-14.389678085016385,3.0
919,AO,-6271.075647165177,-3046.066804703483,-56.33403101718197,-26.53221192626692,-232.51810196327608,3.0
736,AK,-5943.113934332868,-3045.5447225256626,-53.38790082474917,-26.52799319682784,-43.08821098440981,3.0
57,AA,-6188.020356288052,-3044.5231127905363,-55.58793264496284,-26.519737539077184,-203.74774208176757,3.0
792,AL,-6029.472152189025,-3041.06377260229,-54.163669894844254,-26.49177805617143,-45.636834813103576,3.0
881,AN,-6196.9267194688755,-3039.5897810473252,-55.66793986667537,-26.479862700629674,-217.53203855143045,3.0
58,AA,-6172.526536718514,-3038.8776476474727,-55.44874929567577,-26.474105556639795,-153.38962504371776,3.0
59,AA,-6170.1456178758,-3038.0101149984266,-55.427361137809186,-26.467091715457656,-87.88076584699803,3.0
2265,Z,-6312.878965172955,-3037.8831891199743,-56.70955661211493,-26.4660655069464,-284.47784605259835,3.0
2266,Z,-6302.487208009903,-3034.0920888031246,-56.616205869230654,-26.43540981643004,-235.82187339049204,3.0
114,AB,-6008.873399486389,-3033.3089893863607,-53.9786281509785,-26.429076470655712,-39.01703787510996,3.0
521,AH,-5731.285065108757,-3031.2391901008173,-51.48500971633143,-26.412335198431624,-23.422337593861073,3.0
665,AJ,-5892.535963949544,-3030.104881954867,-52.93355118639832,-26.403159469145464,-16.605166467076685,3.0
840,AM,-6125.940381595677,-3029.402686370493,-55.030258743923696,-26.397478847149905,-49.69346514673566,3.0
60,AA,-6146.5108930727465,-3029.3983576171886,-55.215046792543774,-26.39744382752408,-64.29911112041378,3.0
918,AO,-6299.788009524642,-3024.0886851148944,-56.59195855668882,-26.354480481015244,-235.37272071806981,3.0
735,AK,-5975.769072613169,-3020.532276183304,-53.681246922971475,-26.3256946842668,-44.086898749417,3.0
2267,Z,-6263.135937489363,-3019.7360360395646,-56.262707391649414,-26.319248875258406,-229.08079008599609,3.0
61,AA,-6119.356156401534,-3019.504017576738,-54.97111164266386,-26.31737054617461,-46.81527753223389,3.0
115,AB,-5959.210579433624,-3015.2618753136153,-53.53249944791973,-26.28302242615706,-39.86531560381263,3.0
917,AO,-6312.633013704305,-3014.2563684827,-56.70734719248054,-26.27487944952504,-280.09508210796093,3.0
586,AI,-5831.472809340153,-3014.033198066714,-52.38501153557663,-26.27307205232094,-13.370080350558567,3.0
664,AJ,-5915.805652960235,-3012.275454225653,-53.14258635934844,-26.258835563148757,-24.840735918796156,3.0
791,AL,-6072.040001149046,-3008.440549325237,-54.54606338817304,-26.227769407766512,-44.57060757993344,3.0
520,AH,-5761.496090628758,-3008.09961785817,-51.756399976066845,-26.225007152113633,-15.413441921553726,3.0
2268,Z,-6220.232586886154,-3004.084120438221,-55.87730003578142,-26.192468263113664,-226.49573834859382,3.0
62,AA,-6074.860121722535,-3003.291048808293,-54.5713969623153,-26.186040657211453,-41.554043859628564,3.0
839,AM,-6160.64317225301,-3002.833362273472,-55.34199921641452,-26.182331083033144,-75.90321528277633,3.0
2199,Y,-6353.53457981126,-3002.2727875341993,-57.07477221226356,-26.1777874317472,-329.8862399186563,3.0
838,AM,-6162.718178813861,-3001.244685375321,-55.36063931749713,-26.16945384445175,-134.19871252665618,3.0
880,AN,-6247.365545699137,-3000.9397519829413,-56.1210395518323,-26.16698200052289,-229.83758664717297,3.0
116,AB,-5917.1440553747225,-2999.975200945782,-53.15460943280081,-26.159162830762593,-26.32041807562979,3.0
734,AK,-6004.830437558364,-2998.272507289112,-53.94230960604792,-26.145358586628895,-43.235528808477966,3.0
2269,Z,-6197.2940996873285,-2995.715746858754,-55.67124009932856,-26.124627069405097,-212.63206519135167,3.0
458,AG,-5700.501223417569,-2995.202743207754,-51.208473761380326,-26.120466926165555,-43.36044818901587,3.0
2200,Y,-6324.909819682541,-2991.8547639171607,-56.81763161698472,-26.093313202661154,-320.37795922138764,3.0
457,AG,-5707.70957740379,-2989.6639712109886,-51.273227506971985,-26.075541369973013,-31.56275621265695,3.0
2270,Z,-6175.960138620704,-2987.932733332714,-55.47959386635897,-26.06149554255434,-159.60865135134213,3.0
663,AJ,-5947.955190533741,-2987.6422132557764,-53.431390569144995,-26.05913833691992,-38.23236521256081,3.0
2201,Y,-6309.6795420500885,-2986.311681936545,-56.68081570519857,-26.048342133475543,-261.2123817604454,3.0
63,AA,-6027.309017553187,-2985.9649078978864,-54.14423812579445,-26.04552817281059,-35.54577894886995,3.0
117,AB,-5877.742302013041,-2985.6568852152423,-52.80065746014174,-26.043028609777554,-15.702456787196468,3.0
395,AF,-5633.587235015201,-2982.418830008311,-50.6073751763479,-26.016748964473813,-44.20662194016532,3.0
585,AI,-5874.742476630716,-2980.8406828714146,-52.773709570235425,-26.003938766241383,-15.917293308137687,3.0
2202,Y,-6292.807099664516,-2980.1709316748984,-56.52924797644471,-25.998501808453238,-239.2686084738072,3.0
837,AM,-6190.5475268259615,-2979.937840803556,-55.610634604160644,-25.99660954577874,-186.3131126008714,3.0
334,AE,-5555.655481811911,-2979.759178741546,-49.90730232614043,-25.99515912255666,-43.66166737300762,3.0
2271,Z,-6151.044669874621,-2978.843121251171,-55.25577440250288,-25.987722054877203,-141.18670400896158,3.0
519,AH,-5801.850147166791,-2977.1911799460736,-52.11890663371023,-25.974309467980277,-10.940646787610547,3.0
2272,Z,-6144.940499044832,-2976.616209709281,-55.20093970297012,-25.9696407563338,-76.73716358768576,3.0
456,AG,-5725.535055375851,-2975.9671885045145,-51.433356500062374,-25.964370531787846,-24.558772712874998,3.0
274,AD,-5478.7177261672805,-2974.302581566467,-49.21615870792618,-25.95085239054355,-42.958501770664554,3.0
733,AK,-6037.347236291694,-2973.366023152944,-54.2344129789758,-25.94324598392003,-37.89289482132625,3.0
836,AM,-6203.032437193465,-2970.3790813034366,-55.72278846220054,-25.918983748170827,-223.53266059736922,3.0
790,AL,-6121.945395373321,-2970.193965147659,-54.99437117208981,-25.917479926419745,-39.72810371090429,3.0
64,AA,-5983.097584262126,-2969.8556390084846,-53.747080063212536,-25.914731427893816,-30.60862564971029,3.0
2273,Z,-6126.135942505162,-2969.755968545329,-55.03201549746336,-25.913921711269897,-39.70781897285474,3.0
118,AB,-5833.486887837617,-2969.574783813995,-52.403104310553516,-25.912449763422845,-16.05358105293726,3.0
273,AD,-5485.059803501848,-2969.441356030068,-49.27313055795329,-25.911365781956867,-33.2996345877645,3.0
333,AE,-5573.680578474827,-2965.9311021349463,-50.06922452444073,-25.882844490192912,-32.894235351335965,3.0
879,AN,-6293.272314015526,-2965.7625271684624,-56.533427068063745,-25.881474620271675,-245.45085613580522,3.0
394,AF,-5661.293062090031,-2961.198067849281,-50.85626085555282,-25.84437691470671,-30.293495998026543,3.0
662,AJ,-5982.605325044744,-2961.0929942787798,-53.74265802342531,-25.843522789250837,-29.29573706596875,3.0
789,AL,-6135.734911046011,-2959.625931768873,-55.118244498983636,-25.831596632711,-58.14397500105383,3.0
2203,Y,-6232.392047025117,-2958.182784267145,-55.98653032467613,-25.819863702502705,-243.72941599672197,3.0
2148,X,-6367.662101740424,-2957.6676100564573,-57.20168190102058,-25.8156750011532,-330.8760231730443,3.0
2274,Z,-6089.992592477573,-2956.5702229980025,-54.70733425997272,-25.80675203152181,-30.89285563030984,3.0
455,AG,-5754.995467841797,-2953.330327455314,-51.69800388800862,-25.780404137142657,-19.93613180705205,3.0
2149,X,-6354.849002938046,-2953.0042638718837,-57.08657987610948,-25.77775215323525,-281.77640842349683,3.0
119,AB,-5786.407727058163,-2952.466553066461,-51.98018501363647,-25.77337864096465,-18.29380381647502,3.0
584,AI,-5911.886512247384,-2952.347189765912,-53.107380119318755,-25.77240776825989,-19.30557850231139,3.0
788,AL,-6145.857448248371,-2951.868203827464,-55.209176797813114,-25.768511729770633,-91.23942687647042,3.0
787,AL,-6146.754562643373,-2951.1806717127756,-55.21723571353946,-25.762919165140055,-143.07833248254641,3.0
272,AD,-5508.915402760253,-2951.1559517085284,-49.48742905220983,-25.762718081250508,-29.504745120278784,3.0
65,AA,-5929.085404364549,-2950.1752833967444,-53.261880395906466,-25.754740596210354,-26.320417861250576,3.0
878,AN,-6317.85720430005,-2946.9237318383775,-56.75427689507365,-25.728286183545027,-266.2362598560602,3.0
2204,Y,-6201.34992731105,-2946.884959067918,-55.70767421876999,-25.727970694884387,-229.8657426814137,3.0
202,AC,-5431.930607927702,-2945.053634799218,-48.79586287378099,-25.713068499324695,-40.37985066572594,3.0
518,AH,-5846.001618347613,-2943.374183024488,-52.51552604749118,-25.69940049034897,-13.21792279842282,3.0
2205,Y,-6189.726689728914,-2942.654664627279,-55.60326089906014,-25.69354429408606,-170.81054197256836,3.0
2150,X,-6322.876966565126,-2941.3679941347723,-56.799370186727295,-25.68307129274829,-261.2123818309413,3.0
732,AK,-6079.525438338594,-2941.0593152021274,-54.61330621452991,-25.68055862690657,-26.29281776609696,3.0
2275,Z,-6046.621486788563,-2940.747661910417,-54.3177249886767,-25.678021695255694,-24.884591148865013,3.0
786,AL,-6160.477962926619,-2940.663307962938,-55.34051511578476,-25.677335024744004,-158.99120484994214,3.0
835,AM,-6244.341344419233,-2938.7519492087076,-56.09387268951237,-25.661774826856135,-246.66302468903507,3.0
66,AA,-5895.131823570104,-2937.8036563749547,-52.9568701901241,-25.654054099210313,-18.01662944806668,3.0
120,AB,-5743.538737508322,-2936.888268471117,-51.59508632836266,-25.646600794879824,-19.766502774975947,3.0
393,AF,-5694.254455404847,-2935.9519026265357,-51.15235808955856,-25.638976196298398,-16.520122985598135,3.0
2206,Y,-6167.214127847605,-2934.461184566491,-55.401027114833475,-25.62683662714468,-158.36244392220388,3.0
271,AD,-5531.939377103114,-2933.5079909347214,-49.694256932743514,-25.619073700675823,-22.657439196455442,3.0
661,AJ,-6020.096491905426,-2932.3669528727564,-54.079446905529565,-25.609780275494266,-25.587240347508043,3.0
2151,X,-6291.122960500834,-2929.8110768496745,-56.51411909693151,-25.588960753715057,-243.2277420310088,3.0
731,AK,-6095.266897188642,-2929.0020275723023,-54.75471414532329,-25.582369678887073,-33.813994452981206,3.0
332,AE,-5623.110299186515,-2928.0107526674014,-50.51325926049141,-25.574293567850663,-27.126574426053423,3.0
201,AC,-5454.654871411707,-2927.654934904716,-48.9999984058614,-25.571394516426597,-21.695707387389632,3.0
583,AI,-5944.160281935068,-2927.589717433749,-53.39730032518475,-25.5708631445843,-26.96145068878144,3.0
834,AM,-6262.135378399931,-2925.1283919422353,-56.253719216422404,-25.550807281173743,-237.43518560910348,3.0
2207,Y,-6139.702851505016,-2924.4484150137287,-55.15388911459164,-25.54526595919607,-145.49512374333472,3.0
2276,Z,-5997.408685819957,-2922.793945092581,-53.87563887583241,-25.531782140088858,-26.166464182553113,3.0
2208,Y,-6134.513629268571,-2922.5597899363393,-55.107273538114725,-25.529873667436746,-125.14210340876951,3.0
2093,W,-6412.259841885164,-2922.103647389812,-57.602310217112695,-25.526155806910257,-334.4455826057529,3.0
2209,Y,-6132.787254033476,-2921.93147312634,-55.091765245516605,-25.52475244361148,-89.66242195675403,3.0
67,AA,-5850.890270178784,-2921.6834126594067,-52.55944155407797,-25.52273051553014,-20.681926183152314,3.0
730,AK,-6105.977824583111,-2920.7979129722844,-54.850932043178744,-25.5155125723266,-58.14397508652905,3.0
785,AL,-6187.330641815737,-2920.0839044838126,-55.581736834441244,-25.509692179897527,-168.76272120791856,3.0
877,AN,-6353.018327222173,-2919.9806301755343,-57.070134636351135,-25.508850293741176,-271.7206657240561,3.0
454,AG,-5799.232458541871,-2919.3394044541537,-52.09539153670192,-25.50362292540226,-23.46602487415879,3.0
270,AD,-5551.822428355359,-2918.2675592291494,-49.872869421091764,-25.49488456867105,-19.358176653264167,3.0
2210,Y,-6118.835787731079,-2916.8538164131623,-54.9664370913634,-25.483357865039437,-69.86675473342007,3.0
121,AB,-5687.532459027555,-2916.535986916053,-51.091973368703385,-25.48076634422492,-19.552724535067853,3.0
517,AH,-5883.166775293744,-2914.9082233537383,-52.849386332705286,-25.467492986911157,-19.30557850231139,3.0
2152,X,-6246.519568705102,-2913.5776066987146,-56.11344001119473,-25.456641570171683,-224.92353177528403,3.0
392,AF,-5724.085678733955,-2913.1032327972553,-51.420336528163766,-25.45277272699309,-19.936132111976036,3.0
2094,W,-6386.500564251581,-2912.7285203481265,-57.37091068905143,-25.449716602165203,-308.71160017798076,3.0
729,AK,-6119.624181165941,-2910.3453845258614,-54.973519350087756,-25.430278101366248,-89.18819674107729,3.0
784,AL,-6200.336668515812,-2910.1163227678007,-55.69857196014468,-25.428409548505652,-185.96503759848972,3.0
200,AC,-5479.544096202094,-2908.5986450038545,-49.2235821162523,-25.41602847440836,-15.322167738914942,3.0
2095,W,-6373.687465655353,-2908.0651742385808,-57.255808665992205,-25.411676164172455,-278.27676228188017,3.0
728,AK,-6123.614187652424,-2907.2892093447254,-55.009362188193194,-25.40534518712783,-134.76291754019775,3.0
68,AA,-5803.8258541317755,-2904.5346057380702,-52.136654711346104,-25.382868091852806,-21.765062715967133,3.0
2277,Z,-5945.908185867643,-2904.0056344513982,-53.4130020133628,-25.378551292179047,-26.320417895787102,3.0
2211,Y,-6083.492074285643,-2903.990419838567,-54.64893911150764,-25.378427127298806,-55.02000444753355,3.0
783,AL,-6208.521745044725,-2903.843429359603,-55.772099753620786,-25.37722754657154,-206.7907045634586,3.0
2153,X,-6211.75705836894,-2900.925739851931,-55.80116306770137,-25.35341396098556,-213.03942542341824,3.0
833,AM,-6294.097396653056,-2900.657471717187,-56.5408389115033,-25.35122417318403,-221.93913608716718,3.0
269,AD,-5575.5247144839805,-2900.099669983861,-50.0857906800709,-25.346670886007196,-21.325401299122774,3.0
122,AB,-5641.281267700817,-2899.7286343535684,-50.67649184792793,-25.343642058361397,-24.96453151618914,3.0
727,AK,-6133.755255176444,-2899.521583156114,-55.10046094773434,-25.34195183050738,-156.12932832281362,3.0
331,AE,-5660.624676840158,-2899.2313403987982,-50.85025664869641,-25.33958244206703,-22.180472894822003,3.0
660,AJ,-6064.298767349848,-2898.498804693337,-54.47652270177542,-25.333602199217736,-31.584133797489415,3.0
2212,Y,-6061.161665026639,-2895.8632344930024,-54.44834163212756,-25.312083576171396,-29.193010556757883,3.0
876,AN,-6385.574966441443,-2895.033280165464,-57.362595902453485,-25.30530645313848,-280.1880856088996,3.0
2154,X,-6194.5532342121205,-2894.6643827064686,-55.646618485847604,-25.30229403970721,-172.79010819599742,3.0
199,AC,-5502.577629497322,-2890.9631544808826,-49.43049586631609,-25.27206565361247,-9.764186443611266,3.0
582,AI,-5992.138939843958,-2890.7848970731775,-53.82829994229573,-25.270609611218834,-30.79112699974354,3.0
2096,W,-6325.272374051303,-2890.444430327228,-56.820888498292554,-25.26782856121961,-260.04583220476115,3.0
69,AA,-5760.9702914707,-2888.91937386425,-51.75167664186625,-25.255370582757735,-19.766502720782114,3.0
391,AF,-5757.290941540944,-2887.670280279648,-51.718624479091005,-25.245165944966278,-18.812069739318247,3.0
123,AB,-5607.880955420431,-2887.591199444535,-50.37645173776958,-25.244519854295845,-24.96453151618914,3.0
2097,W,-6316.538645175064,-2887.2657768367426,-56.74243207692374,-25.241861114021518,-237.39499991813247,3.0
832,AM,-6312.394158612677,-2886.649013341853,-56.70520152068554,-25.236821923726996,-227.93567301235836,3.0
659,AJ,-6080.437200406169,-2886.133404119731,-54.62149671253775,-25.2326090398943,-62.1566883503877,3.0
516,AH,-5921.673593220113,-2885.414643446899,-53.19529896356593,-25.226736021987982,-27.501324582315135,3.0
2155,X,-6168.320281629587,-2885.1168609693245,-55.410963863322884,-25.224302747221984,-155.39309401015765,3.0
453,AG,-5844.102439668943,-2884.862102779309,-52.49846543514794,-25.222220998448098,-29.16882621748016,3.0
268,AD,-5595.710946171919,-2884.626849362422,-50.26712668461143,-25.22029860034408,-22.45896834192874,3.0
2278,Z,-5890.259242313861,-2883.703896811761,-52.913099047968124,-25.212756299651296,-26.900952485861353,3.0
2098,W,-6302.176625106422,-2882.0386984755387,-56.613415855538825,-25.199147225186316,-215.53030767817094,3.0
2213,Y,-6022.461530002867,-2881.778263340503,-54.10069240423413,-25.197018642256914,-30.474883386331044,3.0
198,AC,-5518.374047465984,-2878.8687191281897,-49.57239750327199,-25.173235860132785,-9.043575005358633,3.0
2037,V,-6429.611613574101,-2877.6990920967764,-57.75818383425994,-25.163673939076865,-280.1804476132823,3.0
658,AJ,-6091.816631397413,-2877.4143901971674,-54.72371988037793,-25.161346332767174,-91.23942687647042,3.0
657,AJ,-6093.517134704473,-2876.11145053164,-54.73899576149221,-25.150693457887733,-133.84157513264668,3.0
875,AN,-6412.886445028141,-2874.1051674384103,-57.607939088916815,-25.134288186983138,-269.79468772548313,3.0
782,AL,-6247.454580438415,-2874.006014200336,-56.12183936450341,-25.13347735839887,-211.0103730454688,3.0
831,AM,-6328.942529680561,-2873.9791667430027,-56.85385806726116,-25.133257811573337,-256.20049708970834,3.0
124,AB,-5556.750520050604,-2869.0107644485356,-49.91713922200557,-25.092621512446435,-20.873494853871307,3.0
70,AA,-5704.981553969601,-2868.5188222411994,-51.24872125550831,-25.088597200304374,-19.55272417725098,3.0
330,AE,-5700.681187950276,-2868.5017130030465,-51.21009041028363,-25.0884572365073,-18.228127385825132,3.0
2099,W,-6264.2618274965835,-2868.23955203175,-56.272821433666664,-25.08631258278757,-210.92494930623263,3.0
267,AD,-5617.28514896891,-2868.0901437955354,-50.46093104576374,-25.085090305558353,-23.522340157246987,3.0
726,AK,-6177.653299250795,-2865.8975493970374,-55.49480378708376,-25.06715173467624,-157.7921928358395,3.0
390,AF,-5785.858648943443,-2865.7893769382727,-51.975252561010194,-25.066266659853863,-25.294500550973794,3.0
2156,X,-6114.766269108841,-2865.6257992200062,-54.92987998358974,-25.064928242941054,-158.36230739782107,3.0
2038,V,-6393.162337105383,-2864.3701539080425,-57.430754412790456,-25.054653876365954,-269.88524690171965,3.0
656,AJ,-6109.273008509433,-2864.039170013105,-54.88053318402874,-25.051945442742422,-156.66435660097974,3.0
2279,Z,-5834.020742287329,-2863.1870783445424,-52.40790000667023,-25.044972517791734,-29.760953477171768,3.0
2214,Y,-5968.517488587917,-2862.145250000573,-53.61610483533187,-25.03644637524531,-29.767153400784423,3.0
874,AN,-6429.099526123814,-2861.6814830982903,-57.75358367442595,-25.032650794582892,-284.3149374405577,3.0
581,AI,-6032.436856948678,-2859.8720357180114,-54.19030229082924,-25.017840703847657,-36.09514442533225,3.0
197,AC,-5545.157339852997,-2858.3622474110166,-49.812995912374944,-25.005481901022225,-13.589449832206213,3.0
2157,X,-6092.835287473613,-2857.6439861465265,-54.73287062360304,-24.99960192722147,-133.06037008765003,3.0
452,AG,-5880.581794479559,-2856.8320102961507,-52.8261650549599,-24.99295442577393,-31.122207590498704,3.0
2100,W,-6227.306909690442,-2854.789755256551,-55.94084975878028,-24.976233241311444,-204.87358592677643,3.0
125,AB,-5513.7775713359815,-2853.3947018352756,-49.53110665566527,-24.96480976890511,-16.327619879138183,3.0
2039,V,-6361.587217933345,-2852.8236198607287,-57.14711029128908,-24.960133123146786,-257.2486613051851,3.0
71,AA,-5658.744848108924,-2851.671607124551,-50.833369859888464,-24.95069863228712,-24.964531765376023,3.0
2158,X,-6076.2273486684635,-2851.5995023526243,-54.58367897093917,-24.950108100785865,-82.7339381857318,3.0
266,AD,-5638.923316200643,-2851.50440925483,-50.65531000920974,-24.949329292616294,-24.105252605882526,3.0
515,AH,-5966.679335245312,-2850.9433336849506,-53.5995924229097,-24.944734007719187,-28.091756490028672,3.0
725,AK,-6202.779227010866,-2846.6521579212385,-55.72051383642931,-24.909582966844383,-177.37940682945745,3.0
389,AF,-5811.282987533153,-2846.316078386106,-52.20364328044786,-24.90682955335196,-32.55352121495761,3.0
2101,W,-6203.525863730217,-2846.1346085465902,-55.72722098819609,-24.90534279164191,-179.78939998976966,3.0
2040,V,-6342.350212459306,-2845.7889436821806,-56.97430133090889,-24.902510748706643,-232.91952405737234,3.0
2159,X,-6059.477525413587,-2845.503379504229,-54.4332127485776,-24.900171062994794,-38.10106070759366,3.0
2280,Z,-5779.486611053849,-2843.2920443330213,-51.91801157073808,-24.882051623904804,-29.539258295161005,3.0
329,AE,-5734.205609363301,-2842.783223046484,-51.51124541174947,-24.877882017433297,-24.79008620452049,3.0
126,AB,-5482.239866185485,-2841.9341250529073,-49.24779863003781,-24.870923649599103,-32.52682763581345,3.0
2215,Y,-5912.043290797818,-2841.591382520641,-53.10878848499953,-24.868114758384966,-30.347687946362157,3.0
781,AL,-6290.412287089032,-2841.0840110977265,-56.50773500905312,-24.86395655914501,-211.54252850025748,3.0
830,AM,-6372.331189126599,-2840.7597243546306,-57.24362502663949,-24.8612987695874,-255.2997034308795,3.0
196,AC,-5568.423118585584,-2840.5489395225086,-50.02199595869921,-24.859571188112746,-18.590992608470458,3.0
72,AA,-5625.354996761666,-2839.5053855503943,-50.53342372189125,-24.851017914838838,-24.964531765376023,3.0
580,AI,-6059.870331325319,-2838.8275934533694,-54.43674138411962,-24.84546221245275,-39.621665950848694,3.0
724,AK,-6213.995289979649,-2838.061130966426,-55.82126944435436,-24.83917939588849,-198.20507424580578,3.0
2102,W,-6180.581522174583,-2837.783981637261,-55.521108461161255,-24.836907478777984,-156.55964275688513,3.0
2041,V,-6320.115084199864,-2837.6579002458857,-56.77455977531074,-24.835873919223793,-220.00578204674505,3.0
655,AJ,-6147.219994748924,-2834.963876037856,-55.22141676128083,-24.813787414355478,-156.98965018625765,3.0
265,AD,-5663.674523875392,-2832.532517797535,-50.87765389075618,-24.793850914796813,-25.229536726458633,3.0
579,AI,-6068.332769161688,-2832.3359882698414,-54.512760756612835,-24.792239282667346,-54.01588990562681,3.0
127,AB,-5453.8895387779385,-2831.6318185753435,-48.99312330583789,-24.786464594876342,-45.316004541448024,3.0
578,AI,-6070.868388525816,-2830.3908939452613,-54.53553861290789,-24.776287476943025,-102.82369000600369,3.0
2103,W,-6157.482185053986,-2829.3769438637332,-55.313603585276624,-24.767971204933108,-157.17015436769418,3.0
514,AH,-5997.570971842796,-2827.2824600655545,-53.877096715979555,-24.75079076868936,-30.42646593811247,3.0
829,AM,-6390.116884353218,-2827.142551446751,-57.40339664524711,-24.749643053743323,-258.29622214780017,3.0
73,AA,-5589.460905698297,-2826.4266970429717,-50.210981615773235,-24.743770504472728,-23.187667275318972,3.0
195,AC,-5587.958834305072,-2825.5915326403483,-50.19748827886951,-24.736918834849494,-22.23301460477765,3.0
