,PROFILE,X,Y,LONG,LAT,Z,S
1095,AT,-5876.14379593595,-3665.2617383363513,-52.78629783573366,-31.42091490187045,-34.05999641141284,4.0
1154,AW,-6127.832658144684,-3664.062688847534,-55.04725735338124,-31.41167757525598,-33.71047673640908,4.0
1065,AS,-5802.305065615598,-3657.658763628486,-52.122993235666144,-31.362326991944588,-33.37445849928264,4.0
1153,AW,-6153.6458408404815,-3644.3480143963607,-55.279141118855286,-31.25966661568883,-48.70303829147292,4.0
1137,AV,-6079.988074587612,-3637.100313335191,-54.61746214666472,-31.203720577324695,-29.888468376751234,4.0
1122,AU,-6003.758875762223,-3633.270877256906,-53.9326836026544,-31.174147112497938,-29.72722387778896,4.0
1094,AT,-5922.741805667485,-3629.5645483620647,-53.20489487924754,-31.145515479892744,-33.34682904055671,4.0
1064,AS,-5845.183652547013,-3624.8473231940125,-52.50817813568552,-31.109061975934853,-34.059996456814815,4.0
1031,AR,-5773.480030864876,-3617.4893590316915,-51.86405354284765,-31.052173295945607,-32.44978575172934,4.0
1121,AU,-6050.023216951566,-3597.8747959361776,-54.34828325065546,-30.90035394387763,-29.88846654252444,4.0
1136,AV,-6132.121624306761,-3597.27485292579,-55.085785791945895,-30.895706462640895,-30.86699098896929,4.0
1093,AT,-5972.033256539473,-3591.804002449848,-53.64768751619488,-30.853315804040363,-29.727223800437514,4.0
1063,AS,-5891.800778828821,-3589.1750874305417,-52.926946906092304,-30.83293903029764,-33.346829140156444,4.0
1030,AR,-5814.679557223614,-3585.962764948484,-52.23415518511304,-30.808034322224735,-32.524289805509795,4.0
996,AQ,-5741.522641094365,-3575.7268609111125,-51.5769754261335,-30.72863324350249,-28.816066231391517,4.0
1135,AV,-6172.582822637991,-3566.3660454316127,-55.44925492069324,-30.655962449311655,-46.70682118593345,4.0
1120,AU,-6102.1273304681845,-3558.0108015126793,-54.816342466030235,-30.591051566663232,-30.866989148792413,4.0
1092,AT,-6018.275651874529,-3556.379236871836,-54.06309002123266,-30.578371008459076,-29.888466509798832,4.0
1062,AS,-5941.112451430765,-3551.440937961229,-53.369921197930545,-30.53998022927073,-29.72722387778896,4.0
1029,AR,-5864.182444656429,-3548.0822945651125,-52.6788471890025,-30.51386107245358,-32.108518072541244,4.0
1134,AV,-6196.835195129489,-3547.8393595316998,-55.66711768954596,-30.511971564984783,-92.61869892999994,4.0
995,AQ,-5785.618814521152,-3542.006257702393,-51.973098091738166,-30.466591555222664,-27.982140432057037,4.0
966,AP,-5711.925564200947,-3537.0229910932594,-51.31110036074732,-30.427806118922597,-28.816066754484268,4.0
1119,AU,-6147.539246801589,-3523.266896333335,-55.224284651264774,-30.32065974296325,-38.87900574275528,4.0
1091,AT,-6070.3550495119935,-3516.4829373963485,-54.53092721008738,-30.267775771273417,-30.866989208681616,4.0
1061,AS,-5987.373817321394,-3516.040936236225,-53.785494118368526,-30.264329176783818,-29.88846654252444,4.0
899,AN,-5576.343811260971,-3515.1271642845445,-50.09314875161034,-30.257203465586123,-22.901703775617364,4.0
1028,AR,-5910.844536728441,-3512.3756501969638,-53.0980198939753,-30.23574365164801,-29.710980617677194,4.0
994,AQ,-5832.2474513798725,-3506.3490648104303,-52.39197026341665,-30.18872412498347,-25.749509030370206,4.0
1118,AU,-6187.942006003605,-3492.3554143251176,-55.58722881238249,-30.079457963826357,-48.78294052936286,4.0
965,AP,-5770.9220805803525,-3491.882799384078,-51.84107508448159,-30.075765528180604,-11.08640902769963,4.0
898,AN,-5622.761429383581,-3479.5584878576146,-50.510125309729986,-29.979429305802856,-15.70435943481749,4.0
933,AO,-5705.06923385299,-3479.3211807782695,-51.249508897301894,-29.97757340496081,-2.8747130181598095,4.0
1027,AR,-5957.342082824212,-3476.7949192715046,-53.51571445729414,-29.957814171329396,-28.36900210385204,4.0
1060,AS,-6039.474580531668,-3476.172526127494,-54.25352323742933,-29.952945494568915,-30.866989148792413,4.0
993,AQ,-5880.364302231464,-3469.5538259239192,-52.82421128885348,-29.90115575170807,-25.168831907144977,4.0
1117,AU,-6217.7466984166385,-3469.5523377164295,-55.854968919713585,-29.901144103780837,-85.20223663596164,4.0
1090,AT,-6136.812003411085,-3465.5724688566843,-55.12792018432318,-29.86998948056475,-34.26375634330634,4.0
855,AM,-5556.34701717633,-3465.4976060040553,-49.9135144940141,-29.86940335599179,-31.559687881775346,4.0
964,AP,-5811.577332691501,-3460.776117381359,-52.20628742799337,-29.832430326381235,-15.424339918095825,4.0
1116,AU,-6244.2027661077345,-3449.311238430302,-56.09262781935971,-29.742593636728486,-123.13777723014081,4.0
932,AO,-5746.211129654523,-3447.8287701327467,-51.61909283546358,-29.73097134271296,-5.443510522672227,4.0
897,AN,-5667.750813225618,-3445.084232149416,-50.9142718210142,-29.709451051717316,-8.507014563034318,4.0
854,AM,-5587.254224364467,-3441.834275500638,-50.19115866007962,-29.68396167909503,-16.462771825720495,4.0
992,AQ,-5925.430092836136,-3435.09175075564,-53.22904417376456,-29.631059309323213,-28.369002409765727,4.0
1026,AR,-6012.328606769558,-3434.718274861153,-54.009666806101215,-29.628128167577948,-31.775418636233837,4.0
1089,AT,-6179.027473813458,-3433.232596928904,-55.50714820721065,-29.61646730481458,-48.78294020546957,4.0
963,AP,-5855.956906254495,-3426.8198334929666,-52.604955920336806,-29.566118854880582,-21.414224607581218,4.0
1059,AS,-6105.95879772004,-3425.297646887697,-54.85076112195969,-29.554164003869992,-34.2637563026903,4.0
931,AO,-5783.478888107731,-3419.3018505491605,-51.9538748056975,-29.507060709501797,-9.690322687469575,4.0
1088,AT,-6201.490522482309,-3416.0244002622767,-55.708937206682144,-29.481303522333086,-93.27892330039805,4.0
896,AN,-5706.313142172868,-3415.534870159954,-51.260683115859784,-29.477455781429004,-3.109006174688602,4.0
853,AM,-5625.85710184878,-3412.2789474267106,-50.53793420863114,-29.451860246865106,-14.0252416656474,4.0
804,AL,-5552.5992302118075,-3406.530484886824,-49.879847550895555,-29.40665437650048,-33.68039538227015,4.0
991,AQ,-5977.543720884398,-3395.2401528363816,-53.69718885963129,-29.317808162494174,-30.86698921489051,4.0
962,AP,-5898.199852862623,-3394.498353763745,-52.98443076618006,-29.311968035085428,-29.37830541044991,4.0
1025,AR,-6066.745821918048,-3393.0772754431778,-54.498504966972305,-29.30077905110842,-33.65272239893858,4.0
1058,AS,-6148.191586844338,-3392.980382166494,-55.230144721573225,-29.300016108334283,-48.78294052936286,4.0
803,AL,-5572.554099514672,-3391.237436902577,-50.05910519176927,-29.28629108183891,-20.704186800322532,4.0
930,AO,-5826.020770092441,-3386.7378086887966,-52.33603503371824,-29.250849620831,-19.699126470391832,4.0
1087,AT,-6242.589051607633,-3384.540180006887,-56.078131575363244,-29.233535420088824,-121.98396481628251,4.0
895,AN,-5749.233635564705,-3382.6459541990807,-51.64624446801817,-29.218609230042883,-7.7919893660803154,4.0
852,AM,-5664.800252583045,-3382.463097645789,-50.88776648379475,-29.21716823395315,-10.000910308125697,4.0
1057,AS,-6180.50129645401,-3368.2564304651805,-55.52038778125154,-29.105150434261496,-109.79519602333426,4.0
1024,AR,-6106.329030096483,-3362.7875161414195,-54.85408697598403,-29.061995840791983,-37.86553975377626,4.0
802,AL,-5612.82611985229,-3360.3736948204723,-50.4208749056858,-29.042942837756428,-19.327010794587352,4.0
929,AO,-5861.020069084416,-3359.947300505174,-52.650439085897844,-29.039576812276806,-22.819572109519243,4.0
961,AP,-5947.897990689167,-3356.4726599303613,-53.4308767341987,-29.012143305242525,-30.866989148792413,4.0
990,AQ,-6031.974373128522,-3353.616712884993,-54.186147727986196,-28.989589088711103,-32.74429284979706,4.0
894,AN,-5793.046523184016,-3349.0732185420197,-52.039822333916554,-28.953697593439305,-14.762404220027065,4.0
851,AM,-5709.052725877719,-3348.5822977795538,-51.285293215001715,-28.949818794702264,-6.617785676644758,4.0
748,AK,-5552.979868990977,-3344.3708151279616,-49.88326688722612,-28.916537552142408,-35.14628682914923,4.0
1056,AS,-6211.779240660429,-3344.322003594181,-55.801362334616186,-28.91615175570424,-121.98396526292927,4.0
928,AO,-5886.208415054158,-3340.6666689419817,-52.87670984756093,-28.887256615363178,-25.51418312711968,4.0
1023,AR,-6139.515281877287,-3337.3928191265436,-55.152204147957384,-28.86137018593655,-49.67512728043215,4.0
747,AK,-5566.538262953161,-3333.985662305862,-50.00506401246956,-28.834422776824024,-24.368914862256332,4.0
1022,AR,-6151.378093610003,-3328.3151892789,-55.25876959887869,-28.789559032383323,-125.119262227608,4.0
801,AL,-5655.121528331469,-3327.9592649603605,-50.800821024535054,-28.786742373356756,-17.423387144003527,4.0
989,AQ,-6073.0105921901,-3322.2360747790794,-54.554782355841134,-28.741440520723913,-44.224548244656205,4.0
960,AP,-5992.646321346523,-3322.2342277566936,-53.83285782788207,-28.74142589743138,-40.38821431248107,4.0
893,AN,-5828.887814518195,-3321.6089205933104,-52.36179013199729,-28.736475080824587,-18.824056859467476,4.0
850,AM,-5745.658638102881,-3320.5558962321647,-51.614129719411714,-28.728137313883014,-11.647730136143025,4.0
1055,AS,-6244.805537128278,-3319.04970716661,-56.098042603565496,-28.716210255299462,-126.20840806578084,4.0
959,AP,-6005.463801585138,-3312.427148445792,-53.947999211904545,-28.66375190077298,-155.3979303878489,4.0
988,AQ,-6087.041188575973,-3311.506795189883,-54.680821347628545,-28.656459533190556,-154.1890174345416,4.0
927,AO,-5925.193096768988,-3310.8255159875594,-53.2269152018706,-28.651061125406766,-33.301484278023224,4.0
1021,AR,-6175.969050657799,-3309.497761277107,-55.47967392455032,-28.640539284979997,-121.71848322833523,4.0
746,AK,-5599.254231874158,-3308.926622281269,-50.29895656163467,-28.636012945271148,-21.52584786625829,4.0
849,AM,-5774.284150019609,-3298.63948867092,-51.871277068117145,-28.55445251633271,-19.070206737120543,4.0
800,AL,-5693.466507243407,-3298.5723722899575,-51.145279830793406,-28.553920181461738,-16.160970160994168,4.0
676,AJ,-5546.51262548613,-3295.2308190879344,-49.82517065036085,-28.527413150421857,-52.50041921394251,4.0
675,AJ,-5552.815344334081,-3290.401623899917,-49.88178893708708,-28.48909342615056,-29.67259424034063,4.0
892,AN,-5871.838418661917,-3288.696931505592,-52.74762197364201,-28.47556331295845,-24.629986207791376,4.0
1020,AR,-6203.863074166243,-3288.1527693749945,-55.730250201082555,-28.4712439390626,-123.53591465060649,4.0
958,AP,-6038.126881120706,-3287.4355427963014,-54.24141664763667,-28.46555056587916,-145.5989373059103,4.0
987,AQ,-6121.019256668336,-3285.5235666486637,-54.98605152655079,-28.450371708741365,-141.70393981642002,4.0
745,AK,-5633.994003992057,-3282.3174351271346,-50.61102924423804,-28.424913828569423,-17.423387433959903,4.0
848,AM,-5811.010836078836,-3270.520619656824,-52.201198502337775,-28.3311894731286,-21.961197220044653,4.0
674,AJ,-5584.488268194742,-3266.133568289587,-50.16631165305493,-28.29631351657401,-19.33870828805732,4.0
986,AQ,-6147.476930687158,-3265.291227693095,-55.22372485608437,-28.289615798194067,-132.6202130888823,4.0
1019,AR,-6234.501769030055,-3264.707507218338,-56.00548227989893,-28.284974201001965,-134.1031237478741,4.0
799,AL,-5738.47524705619,-3264.07849476962,-51.54960021972122,-28.279972224655435,-20.13056049823342,4.0
891,AN,-5910.402199999231,-3259.1464565854303,-53.09404631552953,-28.240743887494883,-30.348842271930835,4.0
744,AK,-5674.092448099806,-3251.6037332573683,-50.97123969635208,-28.180722542745283,-19.0927524893944,4.0
957,AP,-6088.68269677014,-3248.7536112098096,-54.69556726662682,-28.158033781383754,-145.74115146331414,4.0
596,AI,-5529.224320911975,-3245.890482236232,-49.66986716800609,-28.135236583208933,-42.66746379178278,4.0
847,AM,-5853.6645529526295,-3237.8638676753258,-52.58436336026013,-28.071299845300175,-23.14092335554693,4.0
890,AN,-5939.251044083099,-3237.040298578795,-53.35319989122673,-28.064737452686096,-54.01177359059852,4.0
595,AI,-5541.14766440914,-3236.7439880524244,-49.776976385019196,-28.062376281533837,-29.838862144716984,4.0
985,AQ,-6185.339374817042,-3236.3375939467123,-55.56384897864434,-28.059137816437445,-132.28626463665597,4.0
673,AJ,-5628.833094777256,-3232.156196251905,-50.564668007961956,-28.025811454934775,-23.585520519446447,4.0
798,AL,-5781.079858447234,-3231.427097435743,-51.932323955586696,-28.019999360913154,-21.961197645866093,4.0
743,AK,-5709.2186294674575,-3224.6985730608703,-51.28678355230523,-27.966347206498618,-23.06234290994388,4.0
984,AQ,-6210.896704331279,-3216.7937537299435,-55.79343437588352,-27.903281018801305,-146.00841845965522,4.0
594,AI,-5573.302962556646,-3212.07739620638,-50.06583234293244,-27.8656352936881,-25.628307922796296,4.0
846,AM,-5888.314014542614,-3211.335373645494,-52.89562476958808,-27.859711303687476,-31.560965797674896,4.0
956,AP,-6150.0958436794635,-3201.7643753179304,-55.247250951772045,-27.783271247302267,-144.84199269062213,4.0
983,AQ,-6233.265464831626,-3199.6882309943835,-55.99437637032623,-27.76668266875214,-160.0881947946591,4.0
672,AJ,-5671.359576186616,-3199.572055289919,-50.94668989026049,-27.765754338985655,-23.669182789231968,4.0
797,AL,-5823.7180004208685,-3198.750002874752,-52.315348901800434,-27.75918530382388,-23.140923546468116,4.0
742,AK,-5756.4869266275155,-3188.493068853166,-51.71140189023707,-27.677188304086666,-24.16003465873419,4.0
845,AM,-5921.761008439407,-3185.7275189432617,-53.1960842278415,-27.655069011720038,-41.07662470226717,4.0
593,AI,-5615.006667746741,-3180.0861433287687,-50.440463100699205,-27.609934404384216,-27.29767273718045,4.0
955,AP,-6188.65758755196,-3172.259505914277,-55.593656990801705,-27.547285179098868,-161.0268464091616,4.0
982,AQ,-6276.207498126498,-3166.8502055335994,-56.38013121872575,-27.50396469026205,-161.92600490038734,4.0
796,AL,-5867.294066991801,-3165.3541000041514,-52.706799368025216,-27.491980055272947,-31.734374505009043,4.0
741,AK,-5796.2244578653035,-3158.055810883796,-52.068370206877894,-27.433497815921854,-34.1351067899582,4.0
671,AJ,-5728.405721704561,-3155.862827879313,-51.459144134449254,-27.415919004559786,-30.759684808374175,4.0
592,AI,-5649.028331992064,-3153.987846805038,-50.74608491052677,-27.4008870340197,-34.685980195839136,4.0
524,AH,-5574.565287109133,-3151.275784769647,-50.07717199732263,-27.379140419413094,-34.68287593918717,4.0
795,AL,-5893.472829596888,-3145.291173677176,-52.94196719370009,-27.331137652999814,-55.921577850412575,4.0
740,AK,-5829.335802774302,-3132.693929676904,-52.36581447897295,-27.230026093854256,-47.12623133777049,4.0
670,AJ,-5759.034779012694,-3132.3945914349674,-51.734289637629935,-27.227622330030446,-48.80185319903791,4.0
591,AI,-5677.282621717183,-3132.313750382348,-50.99989751354693,-27.226973146388943,-46.039822346591166,4.0
523,AH,-5601.77422182156,-3130.4356080597618,-50.32159401649045,-27.21188989031486,-45.738684963253036,4.0
954,AP,-6246.500202944755,-3128.002202127054,-56.113266045609656,-27.192344274335234,-161.92600518185364,4.0
