,PROFILE,X,Y,LONG,LAT,Z,S
1534,K,-5885.771434865337,-2132.436757872313,-52.87278438773618,-18.926541231507347,-63.15612625467111,2.0
1484,J,-6023.5507802872635,-2131.6473427525234,-54.11047730602118,-18.91979260143364,-114.63298927121718,2.0
1580,L,-5733.230124127565,-2125.7908864577084,-51.50248247878253,-18.869717743265713,-100.31299603156685,2.0
1630,M,-5599.731602145555,-2121.2783992980553,-50.30324485174447,-18.83112398601059,-106.02976139804696,2.0
1535,K,-5849.2940209631815,-2119.036891540909,-52.54510220340158,-18.811949800821267,-62.474358810345564,2.0
1485,J,-5981.6837449867135,-2116.224894034667,-53.734379328908624,-18.787892434416907,-114.63298927121718,2.0
1581,L,-5692.989403334269,-2110.9977090581365,-51.140993933456485,-18.74316327506442,-98.46499188539661,2.0
1631,M,-5563.138333811248,-2107.8399720617936,-49.97452192933853,-18.716136623545513,-108.86474983102744,2.0
1536,K,-5811.536697676479,-2105.166854415181,-52.20592239744271,-18.693254347603677,-61.11082347582385,2.0
1632,M,-5543.993122126504,-2100.8091287985526,-49.80253756659743,-18.655944874289126,-129.66722828822023,2.0
1486,J,-5939.756190245708,-2100.7801519310933,-53.3577376964126,-18.655696755677557,-112.33788643107928,2.0
1582,L,-5647.592653690882,-2094.3090872442235,-50.73318799291646,-18.60027814213696,-95.76074851571207,2.0
1537,K,-5776.339193158872,-2092.237158878101,-51.8897378347324,-18.5825301524862,-74.74617548342928,2.0
1487,J,-5913.265057804272,-2091.0216837562375,-53.11976380475483,-18.57211760912015,-83.44666646962054,2.0
1633,M,-5509.852771402918,-2088.271505352953,-49.49584957799544,-18.54855543347196,-83.40862492688228,2.0
1583,L,-5630.247515265389,-2087.932717619373,-50.57737396338857,-18.545652639094573,-78.75911088503551,2.0
1634,M,-5494.067071550501,-2082.474401445695,-49.354044223515956,-18.49887792385886,-64.04275052594471,2.0
1584,L,-5608.898783250256,-2080.08455849772,-50.38559504073092,-18.478394234448498,-59.35922869484267,2.0
1488,J,-5881.307705714467,-2079.249638751728,-52.83268602653222,-18.47123743263457,-61.49563577642027,2.0
1538,K,-5727.702641568349,-2074.370670538726,-51.45282825812604,-18.429409638192244,-54.97491513928196,2.0
1635,M,-5468.751389568135,-2073.1775289403936,-49.12662958298927,-18.41917916920955,-59.139334526696814,2.0
1636,M,-5447.157532340505,-2065.2474507508036,-48.93264866308252,-18.35116790395723,-52.58313794581284,2.0
1585,L,-5559.3666304228,-2061.8756917251017,-49.94064014132844,-18.322242239403856,-54.26727661241449,2.0
1489,J,-5821.206861599445,-2057.1104502562966,-52.29279095796213,-18.281353814130924,-57.19370338938745,2.0
1539,K,-5678.426135076289,-2056.2690967253156,-51.010169868827724,-18.27413351822419,-52.929612360434646,2.0
1637,M,-5408.4935818705435,-2051.0485909957747,-48.585324486566456,-18.22932558606819,-55.525187841910224,2.0
1586,L,-5523.762694630177,-2048.78707581763,-49.62080454435521,-18.209911229321367,-50.21127806123877,2.0
1490,J,-5773.9452727204125,-2039.7008241488156,-51.868232881544046,-18.131886715547758,-52.737276743912105,2.0
1540,K,-5631.069492870314,-2038.8727791802637,-50.58475791384566,-18.124774460467066,-48.1572389125439,2.0
1440,I,-5916.307495809279,-2037.808670841446,-53.14709449036367,-18.115634177236945,-93.15099849169587,2.0
1587,L,-5491.458977887728,-2036.9116768929623,-49.33061531951911,-18.107928967586567,-42.241485544345835,2.0
1638,M,-5366.14987036849,-2035.498384309261,-48.20494445428003,-18.095788038625013,-58.822380897562596,2.0
1588,L,-5461.6253399888865,-2025.9443212091724,-49.06261519046494,-18.01369130151337,-34.11026747255994,2.0
1441,I,-5880.642434005137,-2024.688853949351,-52.826709789086394,-18.002900363090795,-70.73176169062486,2.0
1639,M,-5335.781979631107,-2024.3461503446758,-47.9321450503214,-17.999954655584304,-48.296262823790755,2.0
1541,K,-5576.033394775575,-2018.6554370230128,-50.0903602328776,-17.951032876580896,-44.06663335484933,2.0
1491,J,-5705.869074800541,-2014.6237757313938,-51.25669399078238,-17.91636530015328,-51.53809603401385,2.0
1542,K,-5555.554846715433,-2011.1327050825523,-49.90639830568759,-17.886340624981827,-33.84011946061287,2.0
1640,M,-5294.553108491359,-2009.2053550545968,-47.561779799403105,-17.869762401777127,-34.520535884856656,2.0
1589,L,-5407.949186702958,-2006.2120489726951,-48.58043410157003,-17.84401218701432,-29.68103270449751,2.0
1442,I,-5825.098823049257,-2004.256476479525,-52.32775304251783,-17.827187142171645,-93.63970058057453,2.0
1543,K,-5532.516479886193,-2002.669631553444,-49.69944113524901,-17.813533315069435,-28.38597856839658,2.0
1641,M,-5266.053407678699,-1998.739190837528,-47.30576263107464,-17.779709728458123,-33.52577146950267,2.0
1443,I,-5805.516146983429,-1997.0527563331318,-52.15183887037888,-17.765195051609346,-66.89194832990205,2.0
1590,L,-5368.591709696106,-1991.7435670995042,-48.22687987017365,-17.71949254096389,-26.812763341180982,2.0
1401,H,-5924.2596160745825,-1989.6085792440663,-53.21852960211845,-17.701110833422003,-225.54235477416054,2.0
1492,J,-5637.3325092547875,-1989.377142913009,-50.64101954727428,-17.699118110428714,-47.61361056959123,2.0
1402,H,-5918.7765519423265,-1987.5918200230067,-53.16927439898032,-17.683745294687025,-177.74253244655324,2.0
1642,M,-5232.912879035841,-1986.5687397406327,-47.008056197037845,-17.6749352939735,-55.591144207489776,2.0
1354,G,-6049.857810525264,-1985.0731030836698,-54.34679737944708,-17.662055205649633,-224.1415439215602,2.0
1544,K,-5483.239973812659,-1984.5680578937784,-49.25678274971035,-17.657705658649444,-27.022443679745493,2.0
1444,I,-5766.187668010946,-1982.5853078930547,-51.79854513275734,-17.64062880309678,-50.59821055338108,2.0
1403,H,-5902.485515947981,-1981.5997148296842,-53.0229295327017,-17.632139563775805,-150.11207259595724,2.0
1591,L,-5328.699967232937,-1977.078680104388,-47.8685262505254,-17.593193212159935,-23.093848910701865,2.0
1355,G,-6026.483340707057,-1976.4630922596762,-54.13682094448822,-17.587889586842145,-213.06773094754183,2.0
1404,H,-5875.823632725835,-1971.7930451387797,-52.78342176068307,-17.547649454303386,-139.6846407570008,2.0
1445,I,-5734.150409683276,-1970.8000216290911,-51.51074954458702,-17.539091757371907,-51.53809603401385,2.0
1493,J,-5581.0022769238085,-1968.626924676801,-50.134996460665064,-17.520362974737733,-43.88892779854439,2.0
1545,K,-5429.483785102469,-1964.8208865308513,-48.77388269036659,-17.48755601574216,-27.704211124071037,2.0
1494,J,-5561.5792268163505,-1961.4721072392579,-49.96051623290758,-17.458685541726293,-30.91915196133698,2.0
1356,G,-5984.594738551417,-1961.0333810933034,-53.760529229020094,-17.454902855462997,-211.65058758711808,2.0
1592,L,-5281.420658167086,-1959.6979972400582,-47.443808990960754,-17.443388718949752,-20.90936212917103,2.0
1446,I,-5690.260156951759,-1954.6544704914681,-51.11647669606112,-17.39989507023224,-51.53809603401385,2.0
1307,F,-6108.119198151521,-1953.116451677861,-54.87016832923387,-17.38662963696493,-212.0741389690433,2.0
1405,H,-5821.9673929564815,-1951.9838534994774,-52.299622927382906,-17.37686033977475,-136.8101988715607,2.0
1593,L,-5244.0221494068155,-1945.9496656082276,-47.10785247073447,-17.324803182573607,-38.97266207672311,2.0
1406,H,-5803.509889605269,-1945.1948867496062,-52.1338163537121,-17.31829062611822,-73.78723602285282,2.0
1357,G,-5938.101644586598,-1943.907600470624,-53.34287465987407,-17.307182827705066,-207.7471639462917,2.0
1495,J,-5510.751625654487,-1942.7488786480003,-49.50392412311925,-17.29718381162736,-31.861532876164347,2.0
1447,I,-5647.034908122434,-1938.7535489433633,-50.7281776792286,-17.262702496982435,-49.412380993378235,2.0
1358,G,-5922.773624766748,-1938.261508063578,-53.20518071507949,-17.25845553302313,-180.39807829762114,2.0
1546,K,-5356.528957298158,-1938.0211538680433,-48.11851832169739,-17.25638092223961,-28.38597856839658,2.0
1359,G,-5909.475655701138,-1933.363187011485,-53.085723026485624,-17.21617114514232,-159.14092789126514,2.0
1407,H,-5769.245413017231,-1932.591860878144,-51.826013323498195,-17.209511837625772,-56.2943179638072,2.0
1308,F,-6036.069407370629,-1926.8626922974263,-54.22293404647298,-17.160041000319207,-211.48453029473455,2.0
1408,H,-5750.713240575151,-1925.7754296350797,-51.6595359859716,-17.15065107974424,-51.53809603401385,2.0
1360,G,-5878.831401192903,-1922.075343263106,-52.81044100453367,-17.118692443665278,-141.80907752332985,2.0
1448,I,-5600.26173764316,-1921.547482246472,-50.308007139946,-17.114132713548592,-45.68769822233139,2.0
1547,K,-5307.892405707634,-1920.1546655286672,-47.68160874509103,-17.10210084399313,-21.56830278752915,2.0
1496,J,-5448.162512974971,-1919.6930932629946,-48.94167655772437,-17.098113370938524,-30.63962700478919,2.0
1449,I,-5568.455587071132,-1909.8472117173199,-50.022287628067396,-17.013035309499507,-39.31341564850396,2.0
1409,H,-5706.822337031319,-1909.6316490212569,-51.2652572910992,-17.011172198106372,-51.53809603401385,2.0
1548,K,-5277.814537891167,-1909.105652861394,-47.41141466135844,-17.006625927204926,-18.841232118485664,2.0
1259,E,-6101.414040444177,-1905.255457166227,-54.809934872724476,-16.973344656448486,-215.3149658125185,2.0
1309,F,-5971.217455905016,-1903.2317072428332,-53.64035905440761,-16.955848872029417,-210.60011750019194,2.0
1361,G,-5824.486120406072,-1902.0572012711482,-52.322249041027895,-16.945694240959735,-137.34130795629957,2.0
1497,J,-5395.974868224949,-1900.468869023446,-48.47286696851293,-16.93196083699235,-28.157708071527452,2.0
1362,G,-5812.517948247022,-1897.6487123242646,-52.21473712129341,-16.90757404953808,-108.28986906761304,2.0
1450,I,-5528.311396483034,-1895.0796940640619,-49.66166622832844,-16.885356155329717,-33.060713158689055,2.0
1410,H,-5663.596446855449,-1893.7324710255348,-50.87695251295264,-16.873703774878486,-49.412380993378235,2.0
1363,G,-5798.05783175536,-1892.3223130314584,-52.08483968474732,-16.861506278949985,-67.94503566335175,2.0
1310,F,-5933.505748954232,-1889.490181148438,-53.301589026966354,-16.837006676298646,-197.91685180230363,2.0
1364,G,-5785.727747340489,-1887.780513320129,-51.9740766519037,-16.82221549252633,-56.2943179638072,2.0
1260,E,-6045.454589275159,-1884.5407735111178,-54.30724256996378,-16.794183692715986,-213.10494364520008,2.0
1498,J,-5352.483770419921,-1884.4481687095529,-48.08217978969898,-16.793382369434926,-26.724170234114695,2.0
1311,F,-5913.359095243047,-1882.1490717139511,-53.120608557440136,-16.773486839916753,-163.36031830503677,2.0
1365,G,-5767.19878683972,-1880.955351008011,-51.80762816773682,-16.763155993732834,-51.53809603401385,2.0
1411,H,-5616.822582388007,-1876.5282909915327,-50.456775739468256,-16.724837823412685,-45.68769822233139,2.0
1499,J,-5322.867459149218,-1873.538486700651,-47.816131938961846,-16.698955327970666,-27.32376037537699,2.0
1451,I,-5465.7120209169025,-1872.051769719018,-49.09932646985451,-16.686083616284666,-30.63962700478919,2.0
1312,F,-5876.405582301989,-1868.6838190532367,-52.788649502671525,-16.656921298071442,-141.87522373256598,2.0
1261,E,-5993.6402826371805,-1865.3605108674985,-53.841786734074276,-16.628141121657798,-209.78991082159604,2.0
1366,G,-5723.315488923206,-1864.7908915361033,-51.41341779537707,-16.623207723103008,-51.53809603401385,2.0
1217,D,-6117.2184728654,-1862.560749480458,-54.951908504732664,-16.60389151936573,-215.3149658125185,2.0
1412,H,-5573.47995878469,-1860.5861765627262,-50.06742232710127,-16.586787267091793,-43.51054749208748,2.0
1500,J,-5276.9311874657415,-1856.61706417235,-47.403479389474505,-16.552401150340735,-19.34298701442873,2.0
1452,I,-5413.515818636201,-1852.8507763169534,-48.63044000703703,-16.519766446861425,-28.157708071527452,2.0
1413,H,-5544.871173678151,-1850.063405029287,-49.81042523788832,-16.49561041370981,-33.060713158689055,2.0
1367,G,-5680.097089861005,-1848.8713482645212,-51.02518031104955,-16.485278829356105,-49.412380993378235,2.0
1313,F,-5821.271982190454,-1848.5940414783486,-52.29337594618426,-16.48287532480603,-135.533574397661,2.0
1218,D,-6074.9653416631245,-1847.0380474339986,-54.572342169123544,-16.469388478266417,-212.66081148974956,2.0
1262,E,-5938.522610297189,-1844.957431093174,-53.34665625919322,-16.451352892970462,-212.50057162121752,2.0
1314,F,-5798.922250467809,-1840.4501666314673,-52.09260489016004,-16.412276366666042,-69.83728525207528,2.0
1263,E,-5919.173235710145,-1837.7948130702734,-53.172837869896256,-16.389251587723216,-173.0827982171677,2.0
1453,I,-5370.01758926034,-1836.849435630216,-48.23968876423229,-16.381053480549685,-26.724170234114695,2.0
1219,D,-6032.275348982904,-1831.354853836623,-54.188851440087625,-16.33339875890369,-210.6781751324971,2.0
1368,G,-5630.341086927098,-1830.5436716518986,-50.578214531927316,-16.326362347148358,-48.34324407339932,2.0
1315,F,-5770.814263108716,-1830.2080780869208,-51.84010654365492,-16.323451243647764,-55.639684271245244,2.0
1264,E,-5892.926020455768,-1828.078799966789,-52.93705512361043,-16.304979817358557,-147.54667051222904,2.0
1454,I,-5346.023656227331,-1828.0229821771702,-48.02414759653538,-16.304495575914025,-26.724170234114695,2.0
1414,H,-5482.270868904393,-1827.0380055722721,-49.24807713220025,-16.295950314188406,-30.63962700478919,2.0
1455,I,-5327.653301261468,-1821.2652287567926,-47.85912389013002,-16.245860441460188,-5.552411201153518,2.0
1179,C,-6123.4067997484235,-1817.656456099674,-55.00749919095414,-16.214540875254514,-223.02956835842932,2.0
1316,F,-5732.999822505611,-1816.4291175383921,-51.50041364411294,-16.203887985184146,-49.92593615917707,2.0
1220,D,-5983.499249360529,-1813.4357827551933,-53.750688282182466,-16.177904392909507,-209.3457786661455,2.0
1265,E,-5851.571828797251,-1812.7705905379373,-52.565564099317896,-16.172129732828203,-137.9641942301099,2.0
1180,C,-6106.314207890756,-1811.3914423510469,-54.85395382584455,-16.160156540929364,-214.06926891001726,2.0
1369,G,-5574.048251306289,-1809.808145764978,-50.0725273856813,-16.146410112368063,-46.69720200052069,2.0
1415,H,-5430.073892172302,-1807.8391175788597,-48.779183712367576,-16.129313353162274,-28.157708071527452,2.0
1266,E,-5818.297318570481,-1800.4532618521291,-52.266654088234915,-16.06516984205565,-133.54415032284666,2.0
1317,F,-5688.8269228856725,-1800.3332390467433,-51.10360173538825,-16.064127313862258,-50.54744950604487,2.0
1221,D,-5935.702988106439,-1795.8766788196724,-53.32132716209928,-16.025413344446758,-207.57988865427762,2.0
1267,E,-5801.149970554015,-1794.105774836713,-52.112616840181836,-16.01002745568116,-72.26790508090238,2.0
1416,H,-5386.575017800697,-1791.839531603097,-48.38842667546749,-15.990336231910678,-26.724170234114695,2.0
1370,G,-5523.51596885697,-1791.194525767024,-49.618588169024626,-15.98473146374878,-38.90291351819019,2.0
1181,C,-6049.006035605766,-1790.3860564936,-54.33914575515893,-15.977706058046595,-212.6828866160475,2.0
1222,D,-5919.107286491468,-1789.7798494465333,-53.172245437985126,-15.972438099163766,-171.11452503039175,2.0
1318,F,-5648.326315077666,-1785.5754833249218,-50.739778585287624,-15.93589816123091,-51.65246050821338,2.0
1268,E,-5776.133548335336,-1784.845368209825,-51.887890495851565,-15.929552079910763,-54.829477577644695,2.0
1223,D,-5890.064809267008,-1779.110398264603,-52.91135242619087,-15.87969728597766,-144.59426030469157,2.0
1160,B,-6138.297975018861,-1777.1761130142243,-55.141268894393505,-15.862879488178619,-223.02956820605462,2.0
1269,E,-5748.2671767292895,-1774.529986976162,-51.63756262058491,-15.839870233582982,-49.92593613667009,2.0
1371,G,-5472.389113752313,-1772.3618942989526,-49.15930781532985,-15.821015715170667,-35.41960919481255,2.0
1161,B,-6121.212738095224,-1770.8911055403237,-54.98778959978045,-15.80822419042005,-214.0692690336762,2.0
1182,C,-5986.53198234493,-1767.4872003183139,-53.77793178610787,-15.778617114693654,-212.6828866160475,2.0
1224,D,-5857.910637438147,-1767.2977913725676,-52.62250658617016,-15.776969512164627,-137.9641942301099,2.0
1319,F,-5588.49464008253,-1763.7738044910777,-50.2023015040616,-15.746313105859954,-51.52721970090204,2.0
1270,E,-5704.176389261074,-1758.2087633860638,-51.24148833786928,-15.697891314211294,-50.54744925924439,2.0
1372,G,-5431.165409648921,-1757.177099037464,-48.78898898068888,-15.68891345367271,-29.751035753117662,2.0
1225,D,-5823.682003208284,-1754.7230809194218,-52.31502553333793,-15.667556225840883,-133.54415032284666,2.0
1226,D,-5814.346920999718,-1751.2936143786092,-52.23116706307326,-15.637705920072273,-104.81386385720162,2.0
1183,C,-5940.031197133589,-1750.4430878105713,-53.360208125318806,-15.630302197598743,-212.401515405737,2.0
1320,F,-5549.708579324429,-1749.6408015299066,-49.853880392163695,-15.623318152134662,-45.76566707476525,2.0
1162,B,-6060.097167554823,-1748.4090165101888,-54.43877908863917,-15.612594774294706,-214.04392500957246,2.0
1227,D,-5801.900144989069,-1746.7209924224424,-52.119355771789486,-15.59789865789399,-77.1885884752158,2.0
1373,G,-5401.130170567475,-1746.113586769431,-48.51917783739841,-15.592610259260178,-21.944188044091277,2.0
1271,E,-5667.550212352505,-1744.6507378460076,-50.912469792710944,-15.579873347817692,-51.65246034290362,2.0
1184,C,-5923.4309905651735,-1744.3585499448573,-53.21108593251932,-15.577329194765912,-172.0788502952089,2.0
1228,D,-5792.5650631816625,-1743.2915260290054,-52.035497305128494,-15.568038080162012,-61.71843415873411,2.0
1321,F,-5510.53614976954,-1735.3670121304542,-49.501988470311176,-15.499022063160066,-36.66580369931421,2.0
1229,D,-5765.597047957045,-1733.3841782608101,-51.793239502542065,-15.481749550756552,-52.87834591683401,2.0
1272,E,-5634.615764061124,-1732.4592909418745,-50.616614609969034,-15.473692336070938,-57.919903374045134,2.0
1185,C,-5889.853523421484,-1732.0512711511542,-52.909454413147344,-15.470137744758894,-141.7012845102401,2.0
1163,B,-6001.482054857538,-1726.8467506175627,-53.912230572475586,-15.424791528622315,-212.68288689052898,2.0
0,A,-6125.528148758782,-1722.450505705487,-55.026555593343716,-15.38647988455545,-223.5630587686233,2.0
1186,C,-5860.406886173256,-1721.2580814028,-52.64493077008728,-15.376087117531297,-140.85717045193493,2.0
1322,F,-5468.186773191669,-1719.9355954596133,-49.121557547782835,-15.364560163356076,-37.045568218531685,2.0
1,A,-6111.931200840575,-1717.4537474599272,-54.90441213202069,-15.342926322163914,-214.04392523076154,2.0
1230,D,-5716.847174914373,-1715.4747421430113,-51.355311942010886,-15.32567404753882,-49.563312665856415,2.0
1273,E,-5584.275058742364,-1713.8245158704829,-50.16439635995704,-15.311286851137995,-59.629286481686904,2.0
1164,B,-5948.61451625352,-1707.398798169604,-53.43731339285791,-15.25525587058252,-212.40151510228108,2.0
1187,C,-5821.64185472773,-1707.0493846179854,-52.29669856771838,-15.252208619583998,-135.472800852481,2.0
1274,E,-5565.316650232509,-1706.8066229733593,-49.9940900786872,-15.250091458229253,-45.76566697180232,2.0
1323,F,-5425.187201116087,-1704.2672582375517,-48.73528581972189,-15.227943976924402,-37.40819167692774,2.0
1231,D,-5685.730234887751,-1704.0431872525946,-51.07578371380143,-15.225989592151564,-50.668323749515594,2.0
1188,C,-5812.304238181886,-1703.6268319398278,-52.21281733111459,-15.222358022387382,-99.99223710574228,2.0
2,A,-6066.675728530968,-1700.8227611694706,-54.497875307363,-15.197898466437469,-214.26518506827304,2.0
1275,E,-5540.653787514595,-1697.6770945637984,-49.77253981339076,-15.17045579481732,-36.66580356013321,2.0
1189,C,-5795.948993368105,-1697.6320808527046,-52.06589566719723,-15.170063070769695,-68.46871101245421,2.0
1165,B,-5915.064017010854,-1695.056848248995,-53.13592413026262,-15.147594113878077,-163.4778990459369,2.0
1324,F,-5394.04667047087,-1692.9201607695688,-48.45554567337998,-15.128949638572292,-46.922848767567984,2.0
1232,D,-5654.61329445997,-1692.611632214803,-50.79625548198831,-15.126257318620016,-53.98335700049324,2.0
1233,D,-5635.943130443998,-1685.7526992805529,-50.628538545062646,-15.066395120596802,-61.71843415873411,2.0
1166,B,-5886.907403102973,-1684.699103159376,-52.882988964037615,-15.05719821589487,-142.21820851820348,2.0
1190,C,-5759.0140258886795,-1684.094164485744,-51.734103209144976,-15.051917487636015,-49.98536969500901,2.0
3,A,-6011.723839475493,-1680.6284273822998,-54.00423408906528,-15.02166126302394,-215.84748309312502,2.0
1276,E,-5492.304501937673,-1679.7794895166824,-49.33821079129068,-15.01424928992041,-37.04556812953865,2.0
1234,D,-5616.235735026944,-1678.5127144920598,-50.451503999929386,-15.00318874732384,-60.61342307507488,2.0
1235,D,-5590.304951604567,-1668.9864187254832,-50.21856380915423,-14.919993642828477,-51.77333483317483,2.0
1277,E,-5463.0617822634795,-1668.9546212484724,-49.07551897096516,-14.919715894221806,-37.408191600352325,2.0
1191,C,-5717.494287119095,-1668.8757741797608,-51.3611250498513,-14.919027169349189,-51.49196319549071,2.0
1167,B,-5822.612000837871,-1661.0472752344979,-52.30541353850407,-14.850634551438992,-139.5559159810569,2.0
1236,D,-5563.336936379949,-1659.0790709572882,-49.97630600656782,-14.833436149392558,-39.61821376767074,2.0
4,A,-5949.938837885396,-1657.9229851018404,-53.44920997648795,-14.823333488778047,-217.14840990766646,2.0
1168,B,-5805.61428727428,-1654.7944642688742,-52.15272047961148,-14.795991963524582,-108.158467691444,2.0
1192,C,-5674.257354287089,-1653.02797409791,-50.9727210738369,-14.780552283799553,-55.91200753012754,2.0
1169,B,-5793.098137970802,-1650.1902499832654,-52.04028599743511,-14.755747355793252,-79.35701866098071,2.0
1278,E,-5404.625294785584,-1647.3230053778266,-48.55057507244863,-14.730681476190183,-47.73305549531699,2.0
5,A,-5920.839870739016,-1647.2293717335594,-53.187809507091096,-14.72986286766653,-203.03535553120489,2.0
1193,C,-5639.491060886067,-1640.2849502218385,-50.66041014649369,-14.66914137962578,-37.469615437342384,2.0
1237,D,-5509.4009067330335,-1639.2643757156495,-49.491790408602334,-14.660216115092283,-34.093158349374676,2.0
6,A,-5897.135435865274,-1638.5182013205938,-52.97486894560612,-14.653690337992316,-177.02877031450143,2.0
1170,B,-5761.288473736236,-1638.4886869115855,-51.75453492178891,-14.65343221137332,-70.4009459854164,2.0
7,A,-5874.417529781492,-1630.1695715230203,-52.77079052302357,-14.580662777262457,-150.63200415270748,2.0
1194,C,-5607.215290304657,-1628.4547872995684,-50.37047196629353,-14.56566008966354,-39.23710553580463,2.0
1238,D,-5478.283966706411,-1627.8328208252326,-49.21226218039288,-14.560218234819812,-37.408191600352325,2.0
8,A,-5847.021472661047,-1620.1017625458956,-52.5246875546645,-14.492564516244164,-150.88052059351222,2.0
1195,C,-5578.429112311206,-1617.9036782342398,-50.111881329664506,-14.473325477724865,-39.61821376767074,2.0
1239,D,-5450.2787204818715,-1617.5444213501696,-48.96068677320254,-14.470180871302041,-41.828235507615545,2.0
